OBJECTID_1,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
1180,1554.589099,0.812289,3.345572,2.533282,2.07893,1.266641,4.157861
1181,777.294549,6.639263,6.639263,0,6.639263,0,6.639263
1182,1554.589099,15.235098,18.602777,3.36768,16.918938,1.68384,33.837875
1183,1554.589099,2.296425,4.712132,2.415708,3.504279,1.207854,7.008557
1184,777.294549,6.726532,6.726532,0,6.726532,0,6.726532
1185,777.294549,19.540041,19.540041,0,19.540041,0,19.540041
1186,1554.589099,1.309637,2.178696,0.86906,1.744167,0.43453,3.488333
1187,1554.589099,0.812289,0.812289,0,0.812289,0,1.624579
1188,1554.589099,1.452853,2.324922,0.872068,1.888887,0.436034,3.777775
1189,777.294549,4.381105,4.381105,0,4.381105,0,4.381105
1190,777.294549,2.054204,2.054204,0,2.054204,0,2.054204
1191,777.294549,11.923056,11.923056,0,11.923056,0,11.923056
1192,1554.589099,8.412358,8.570826,0.158467,8.491592,0.079234,16.983184
1193,1554.589099,7.307232,8.419976,1.112744,7.863604,0.556372,15.727208
1194,777.294549,7.719232,7.719232,0,7.719232,0,7.719232
1195,777.294549,9.503051,9.503051,0,9.503051,0,9.503051
1196,1554.589099,2.617907,3.122055,0.504148,2.869981,0.252074,5.739962
1197,777.294549,3.345572,3.345572,0,3.345572,0,3.345572
1198,1554.589099,1.148674,1.955623,0.806949,1.552148,0.403475,3.104297
1199,777.294549,4.22897,4.22897,0,4.22897,0,4.22897
1200,777.294549,5.046967,5.046967,0,5.046967,0,5.046967
1201,777.294549,1.540942,1.540942,0,1.540942,0,1.540942
1202,1554.589099,3.266078,3.735012,0.468934,3.500545,0.234467,7.00109
1203,1554.589099,1.497547,2.324922,0.827375,1.911234,0.413687,3.822468
1204,1554.589099,1.027432,3.345572,2.318139,2.186502,1.15907,4.373004
1205,777.294549,7.447215,7.447215,0,7.447215,0,7.447215
1206,1554.589099,7.727571,10.179777,2.452206,8.953674,1.226103,17.907349
1207,777.294549,8.297206,8.297206,0,8.297206,0,8.297206
1208,777.294549,28.908239,28.908239,0,28.908239,0,28.908239
1209,1554.589099,3.628055,5.725008,2.096954,4.676532,1.048477,9.353063
1210,1554.589099,3.345572,3.573363,0.227791,3.459467,0.113896,6.918934
1211,1554.589099,3.628055,3.923451,0.295396,3.775753,0.147698,7.551506
1212,777.294549,3.345572,3.345572,0,3.345572,0,3.345572
1213,777.294549,25.083879,25.083879,0,25.083879,0,25.083879
1214,1554.589099,3.787345,4.134963,0.347618,3.961154,0.173809,7.922308
1215,1554.589099,8.419976,10.016806,1.596829,9.218391,0.798415,18.436782
1216,777.294549,4.642212,4.642212,0,4.642212,0,4.642212
1217,1554.589099,6.22568,6.878843,0.653163,6.552262,0.326582,13.104523
1218,777.294549,12.150385,12.150385,0,12.150385,0,12.150385
1219,1554.589099,4.642212,5.149428,0.507215,4.89582,0.253608,9.79164
1220,1554.589099,9.449347,9.529782,0.080436,9.489564,0.040218,18.979129
1221,777.294549,9.224264,9.224264,0,9.224264,0,9.224264
1222,1554.589099,1.452853,3.442335,1.989482,2.447594,0.994741,4.895188
1223,1554.589099,3.345572,4.244433,0.898861,3.795002,0.449431,7.590004
1224,777.294549,2.99305,2.99305,0,2.99305,0,2.99305
1225,1554.589099,9.503051,10.290966,0.787915,9.897008,0.393958,19.794017
1226,777.294549,4.103142,4.103142,0,4.103142,0,4.103142
1227,777.294549,25.871748,25.871748,0,25.871748,0,25.871748
1228,1554.589099,0.726543,2.435563,1.70902,1.581053,0.85451,3.162106
1229,1554.589099,5.516378,6.639263,1.122885,6.07782,0.561442,12.155641
1230,777.294549,8.950441,8.950441,0,8.950441,0,8.950441
1231,777.294549,6.907014,6.907014,0,6.907014,0,6.907014
1232,1554.589099,4.410893,11.823378,7.412485,8.117135,3.706242,16.234271
1233,777.294549,2.642924,2.642924,0,2.642924,0,2.642924
1234,1554.589099,13.244807,14.675693,1.430885,13.96025,0.715443,27.9205
1235,777.294549,4.929098,4.929098,0,4.929098,0,4.929098
1236,1554.589099,2.835079,4.054935,1.219856,3.445007,0.609928,6.890014
1237,777.294549,7.438547,7.438547,0,7.438547,0,7.438547
1238,777.294549,21.979725,21.979725,0,21.979725,0,21.979725
1239,2331.883648,24.571259,27.840342,3.269083,26.150558,1.336882,78.451674
1240,1554.589099,40.689075,48.276497,7.587421,44.482786,3.793711,88.965572
1241,1554.589099,8.013705,8.164624,0.150919,8.089165,0.075459,16.178329
1242,777.294549,8.013705,8.013705,0,8.013705,0,8.013705
1243,1554.589099,11.605026,12.752178,1.147152,12.178602,0.573576,24.357204
1244,777.294549,4.72599,4.72599,0,4.72599,0,4.72599
1245,777.294549,5.621686,5.621686,0,5.621686,0,5.621686
1246,1554.589099,7.447215,8.600659,1.153444,8.023937,0.576722,16.047874
1247,777.294549,3.245898,3.245898,0,3.245898,0,3.245898
1248,777.294549,20.757124,20.757124,0,20.757124,0,20.757124
1249,777.294549,6.859996,6.859996,0,6.859996,0,6.859996
1250,1554.589099,6.668484,7.018521,0.350038,6.843503,0.175019,13.687005
1251,777.294549,4.103142,4.103142,0,4.103142,0,4.103142
1252,1554.589099,13.277217,15.348761,2.071544,14.312989,1.035772,28.625978
1253,1554.589099,3.989742,5.991602,2.001861,4.990672,1.00093,9.981344
1254,1554.589099,1.815848,1.851784,0.035936,1.833816,0.017968,3.667631
1255,1554.589099,4.006141,4.366134,0.359993,4.186137,0.179996,8.372274
1256,1554.589099,2.903841,3.079659,0.175818,2.99175,0.087909,5.983499
1257,777.294549,8.548378,8.548378,0,8.548378,0,8.548378
1258,1554.589099,6.22568,7.018521,0.792841,6.622101,0.396421,13.244201
1259,1554.589099,20.45385,21.412436,0.958586,20.933143,0.479293,41.866285
1260,1554.589099,1.624252,2.903841,1.279588,2.264046,0.639794,4.528093
1261,777.294549,1.624252,1.624252,0,1.624252,0,1.624252
1262,1554.589099,6.668484,11.540248,4.871764,9.104366,2.435882,18.208732
1263,777.294549,4.22897,4.22897,0,4.22897,0,4.22897
1264,1554.589099,4.712132,5.187318,0.475186,4.949725,0.237593,9.899451
1265,777.294549,21.851599,21.851599,0,21.851599,0,21.851599
1266,1554.589099,1.851784,1.851784,0,1.851784,0,3.703568
1267,1554.589099,5.433025,8.069653,2.636628,6.751339,1.318314,13.502677
1268,1554.589099,5.085637,6.194297,1.10866,5.639967,0.55433,11.279933
1269,1554.589099,0,1.027432,1.027432,0.513716,0.513716,1.027432
1270,1554.589099,6.953701,8.914687,1.960986,7.934194,0.980493,15.868389
1271,777.294549,2.435563,2.435563,0,2.435563,0,2.435563
1272,1554.589099,0.513758,2.99305,2.479293,1.753404,1.239646,3.506808
1273,777.294549,6.152196,6.152196,0,6.152196,0,6.152196
1274,1554.589099,7.155366,7.227247,0.071881,7.191306,0.03594,14.382613
1275,1554.589099,6.668484,8.013705,1.345222,7.341094,0.672611,14.682189
1276,777.294549,11.567287,11.567287,0,11.567287,0,11.567287
1277,1554.589099,10.79924,14.476557,3.677317,12.637898,1.838658,25.275797
1278,1554.589099,5.83761,6.162749,0.325139,6.00018,0.16257,12.00036
1279,777.294549,17.051752,17.051752,0,17.051752,0,17.051752
1280,1554.589099,5.124009,7.949257,2.825248,6.536633,1.412624,13.073266
1281,777.294549,4.484484,4.484484,0,4.484484,0,4.484484
1282,1554.589099,2.99305,5.034009,2.040959,4.01353,1.020479,8.027059
1283,777.294549,4.835396,4.835396,0,4.835396,0,4.835396
1284,1554.589099,8.227297,9.655667,1.42837,8.941482,0.714185,17.882964
1285,1554.589099,23.328405,23.998653,0.670248,23.663529,0.335124,47.327059
1286,1554.589099,27.611982,27.818161,0.206179,27.715072,0.103089,55.430143
1287,777.294549,5.79284,5.79284,0,5.79284,0,5.79284
1288,1554.589099,2.617907,5.07278,2.454873,3.845343,1.227437,7.690686
1289,1554.589099,7.200379,8.069653,0.869274,7.635016,0.434637,15.270031
1290,777.294549,6.600092,6.600092,0,6.600092,0,6.600092
1291,1554.589099,4.381105,6.162749,1.781644,5.271927,0.890822,10.543855
1292,777.294549,2.117369,2.117369,0,2.117369,0,2.117369
1293,1554.589099,0.363286,1.497547,1.134261,0.930417,0.56713,1.860833
1294,1554.589099,1.624252,1.851784,0.227532,1.738018,0.113766,3.476036
1295,1554.589099,14.171679,21.577015,7.405335,17.874347,3.702668,35.748694
1296,1554.589099,1.148674,1.452853,0.30418,1.300763,0.15209,2.601527
1297,1554.589099,2.435563,2.9264,0.490837,2.680981,0.245418,5.361963
1298,1554.589099,9.028571,13.929151,4.900579,11.478861,2.45029,22.957722
1299,2331.883648,9.224264,13.47889,4.254626,11.126426,1.765888,33.379278
1300,777.294549,1.497547,1.497547,0,1.497547,0,1.497547
1301,777.294549,10.179777,10.179777,0,10.179777,0,10.179777
1302,1554.589099,5.621686,10.932342,5.310656,8.277014,2.655328,16.554028
1303,1554.589099,0.812289,1.027432,0.215143,0.919861,0.107572,1.839722
1304,777.294549,9.112989,9.112989,0,9.112989,0,9.112989
1305,1554.589099,0.363286,1.148674,0.785387,0.75598,0.392694,1.51196
1306,1554.589099,4.72599,5.124009,0.398018,4.924999,0.199009,9.849999
1307,777.294549,8.682141,8.682141,0,8.682141,0,8.682141
1308,777.294549,6.953701,6.953701,0,6.953701,0,6.953701
1309,1554.589099,1.148674,2.435563,1.286889,1.792118,0.643445,3.584237
1310,777.294549,1.955623,1.955623,0,1.955623,0,1.955623
1311,1554.589099,35.27013,36.669827,1.399696,35.969978,0.699848,71.939957
1312,1554.589099,18.709953,19.754639,1.044685,19.232296,0.522343,38.464592
1313,777.294549,6.550789,6.550789,0,6.550789,0,6.550789
1314,777.294549,23.770325,23.770325,0,23.770325,0,23.770325
1315,1554.589099,5.085637,5.187318,0.101682,5.136477,0.050841,10.272955
1316,777.294549,2.54137,2.54137,0,2.54137,0,2.54137
1317,777.294549,3.423203,3.423203,0,3.423203,0,3.423203
1318,1554.589099,3.423203,4.366134,0.942931,3.894668,0.471465,7.789337
1319,1554.589099,1.540942,1.851784,0.310842,1.696363,0.155421,3.392726
1320,1554.589099,4.484484,7.200379,2.715895,5.842431,1.357948,11.684863
1321,1554.589099,1.815848,3.345572,1.529724,2.58071,0.764862,5.161419
1322,1554.589099,6.246511,6.878843,0.632332,6.562677,0.316166,13.125355
1323,1554.589099,11.25476,13.36932,2.11456,12.31204,1.05728,24.62408
1324,1554.589099,7.793946,8.227297,0.433351,8.010622,0.216675,16.021243
1325,1554.589099,10.793412,18.939978,8.146565,14.866695,4.073283,29.73339
1326,1554.589099,26.523802,27.076014,0.552212,26.799908,0.276106,53.599815
1327,777.294549,7.271796,7.271796,0,7.271796,0,7.271796
1328,777.294549,3.923451,3.923451,0,3.923451,0,3.923451
1329,1554.589099,6.32913,8.109366,1.780236,7.219248,0.890118,14.438497
1330,777.294549,12.393059,12.393059,0,12.393059,0,12.393059
1331,777.294549,1.815848,1.815848,0,1.815848,0,1.815848
1332,2331.883648,4.054935,5.804065,1.74913,5.044549,0.732381,15.133648
1333,1554.589099,7.592995,8.659999,1.067004,8.126497,0.533502,16.252994
1334,1554.589099,0.812289,1.497547,0.685257,1.154918,0.342629,2.309836
1335,1554.589099,1.497547,3.735012,2.237465,2.616279,1.118733,5.232559
1336,1554.589099,3.787345,4.585495,0.79815,4.18642,0.399075,8.37284
1337,777.294549,4.613942,4.613942,0,4.613942,0,4.613942
1338,777.294549,5.445013,5.445013,0,5.445013,0,5.445013
1339,777.294549,0.812289,0.812289,0,0.812289,0,0.812289
1340,1554.589099,0.812289,1.815848,1.003558,1.314068,0.501779,2.628137
1341,1554.589099,1.148674,1.540942,0.392269,1.344808,0.196134,2.689616
1342,1554.589099,0.726543,1.497547,0.771003,1.112045,0.385502,2.22409
1343,1554.589099,3.345572,3.442335,0.096763,3.393953,0.048382,6.787906
1344,777.294549,11.226886,11.226886,0,11.226886,0,11.226886
1345,1554.589099,3.245898,3.345572,0.099674,3.295735,0.049837,6.59147
1346,777.294549,6.639263,6.639263,0,6.639263,0,6.639263
1347,1554.589099,0.812289,1.027432,0.215143,0.919861,0.107572,1.839722
1348,777.294549,5.667846,5.667846,0,5.667846,0,5.667846
1349,777.294549,1.452853,1.452853,0,1.452853,0,1.452853
1350,1554.589099,5.187318,7.54188,2.354561,6.364599,1.177281,12.729198
1351,1554.589099,3.122055,3.423203,0.301148,3.272629,0.150574,6.545258
1352,1554.589099,8.652605,12.211562,3.558957,10.432084,1.779479,20.864167
1353,777.294549,13.318753,13.318753,0,13.318753,0,13.318753
1354,1554.589099,1.148674,2.208719,1.060046,1.678696,0.530023,3.357393
1355,777.294549,26.842142,26.842142,0,26.842142,0,26.842142
1356,777.294549,2.178696,2.178696,0,2.178696,0,2.178696
1357,1554.589099,2.764596,4.366134,1.601538,3.565365,0.800769,7.130729
1358,1554.589099,10.758373,11.337929,0.579556,11.048151,0.289778,22.096302
1359,1554.589099,4.835396,5.274648,0.439251,5.055022,0.219626,10.110044
1360,1554.589099,7.412478,7.516186,0.103708,7.464332,0.051854,14.928664
1361,1554.589099,2.054204,2.835079,0.780874,2.444642,0.390437,4.889283
1362,777.294549,3.735012,3.735012,0,3.735012,0,3.735012
1363,777.294549,4.425711,4.425711,0,4.425711,0,4.425711
1364,1554.589099,25.606184,32.490879,6.884695,29.048532,3.442348,58.097063
1365,1554.589099,15.088594,15.096557,0.007962,15.092576,0.003981,30.185151
1366,777.294549,0.363286,0.363286,0,0.363286,0,0.363286
1367,1554.589099,6.183799,6.755362,0.571562,6.46958,0.285781,12.939161
1368,777.294549,13.832517,13.832517,0,13.832517,0,13.832517
1369,1554.589099,4.366134,4.613942,0.247808,4.490038,0.123904,8.980076
1370,1554.589099,1.540942,2.9264,1.385458,2.233671,0.692729,4.467342
1371,777.294549,6.550789,6.550789,0,6.550789,0,6.550789
1372,777.294549,10.915081,10.915081,0,10.915081,0,10.915081
1373,777.294549,2.117369,2.117369,0,2.117369,0,2.117369
1374,2331.883648,7.516186,11.453244,3.937058,9.277934,1.633684,27.833801
1375,1554.589099,4.134963,7.949257,3.814294,6.04211,1.907147,12.08422
1376,1554.589099,3.345572,4.134963,0.789392,3.740267,0.394696,7.480535
1377,1554.589099,14.094254,14.818911,0.724657,14.456582,0.362329,28.913164
1378,1554.589099,6.32913,7.516186,1.187056,6.922658,0.593528,13.845316
1379,777.294549,1.027432,1.027432,0,1.027432,0,1.027432
1380,1554.589099,4.72599,4.862356,0.136366,4.794173,0.068183,9.588346
1381,1554.589099,3.442335,8.069653,4.627318,5.755994,2.313659,11.511987
1382,1554.589099,6.953701,12.211562,5.257861,9.582632,2.62893,19.165264
1383,1554.589099,18.522642,18.822395,0.299753,18.672519,0.149877,37.345037
1384,777.294549,28.948147,28.948147,0,28.948147,0,28.948147
1385,777.294549,10.123686,10.123686,0,10.123686,0,10.123686
1386,1554.589099,8.71157,9.36137,0.6498,9.03647,0.3249,18.07294
1387,777.294549,5.187318,5.187318,0,5.187318,0,5.187318
1388,1554.589099,2.178696,4.35111,2.172414,3.264903,1.086207,6.529807
1389,777.294549,2.764596,2.764596,0,2.764596,0,2.764596
1390,1554.589099,4.72599,4.72599,0,4.72599,0,9.451981
1391,1554.589099,2.617907,3.10093,0.483023,2.859418,0.241512,5.718836
1392,777.294549,0.726543,0.726543,0,0.726543,0,0.726543
1393,777.294549,9.786297,9.786297,0,9.786297,0,9.786297
1394,777.294549,14.948435,14.948435,0,14.948435,0,14.948435
1395,777.294549,5.124009,5.124009,0,5.124009,0,5.124009
1396,777.294549,1.309637,1.309637,0,1.309637,0,1.309637
1397,777.294549,6.067091,6.067091,0,6.067091,0,6.067091
1398,1554.589099,0.363286,2.054204,1.690918,1.208745,0.845459,2.417491
1399,777.294549,12.398058,12.398058,0,12.398058,0,12.398058
1400,1554.589099,2.208719,2.642924,0.434204,2.425821,0.217102,4.851643
1401,1554.589099,2.567137,3.735012,1.167875,3.151075,0.583937,6.302149
1402,777.294549,6.668484,6.668484,0,6.668484,0,6.668484
1403,1554.589099,3.423203,3.787345,0.364142,3.605274,0.182071,7.210548
1404,1554.589099,2.99305,7.949257,4.956207,5.471153,2.478103,10.942307
1405,1554.589099,15.344858,15.453687,0.108829,15.399272,0.054414,30.798545
1406,777.294549,5.83761,5.83761,0,5.83761,0,5.83761
1407,1554.589099,2.835079,3.079659,0.24458,2.957369,0.12229,5.914737
1408,777.294549,2.835079,2.835079,0,2.835079,0,2.835079
1409,1554.589099,6.94439,8.682141,1.737751,7.813266,0.868876,15.626531
1410,1554.589099,7.810448,9.20351,1.393063,8.506979,0.696531,17.013958
1411,1554.589099,10.938088,13.907257,2.969169,12.422673,1.484584,24.845345
1412,777.294549,6.755362,6.755362,0,6.755362,0,6.755362
1413,1554.589099,2.296425,2.296425,0,2.296425,0,4.592849
1414,1554.589099,10.016806,11.075026,1.05822,10.545916,0.52911,21.091831
1415,777.294549,0,0,0,0,0,0
1416,1554.589099,4.585495,6.318864,1.733369,5.452179,0.866684,10.904359
1417,1554.589099,2.617907,7.447215,4.829309,5.032561,2.414654,10.065122
1418,1554.589099,2.117369,2.208719,0.09135,2.163044,0.045675,4.326088
1419,1554.589099,1.624252,2.296425,0.672172,1.960338,0.336086,3.920677
1420,1554.589099,2.642924,4.006141,1.363217,3.324532,0.681609,6.649064
1421,1554.589099,2.435563,3.079659,0.644095,2.757611,0.322048,5.515222
1422,777.294549,7.018521,7.018521,0,7.018521,0,7.018521
1423,1554.589099,11.949132,12.236951,0.287819,12.093041,0.143909,24.186083
1424,777.294549,6.82214,6.82214,0,6.82214,0,6.82214
1425,1554.589099,5.384801,6.755362,1.370561,6.070081,0.68528,12.140162
1426,1554.589099,11.902148,16.551893,4.649745,14.227021,2.324872,28.454041
1427,777.294549,4.22897,4.22897,0,4.22897,0,4.22897
1428,777.294549,10.473432,10.473432,0,10.473432,0,10.473432
1429,777.294549,6.32913,6.32913,0,6.32913,0,6.32913
1430,1554.589099,2.435563,2.435563,0,2.435563,0,4.871126
1431,777.294549,1.309637,1.309637,0,1.309637,0,1.309637
1432,1554.589099,16.739309,19.731895,2.992586,18.235602,1.496293,36.471205
1433,1554.589099,2.296425,2.567137,0.270713,2.431781,0.135356,4.863562
1434,1554.589099,0.812289,1.955623,1.143334,1.383956,0.571667,2.767912
1435,1554.589099,1.309637,1.540942,0.231305,1.42529,0.115653,2.850579
1436,777.294549,20.897305,20.897305,0,20.897305,0,20.897305
1437,1554.589099,1.089742,1.851784,0.762042,1.470763,0.381021,2.941526
1438,1554.589099,6.793604,7.119142,0.325538,6.956373,0.162769,13.912745
1439,777.294549,2.208719,2.208719,0,2.208719,0,2.208719
1440,1554.589099,6.953701,9.786297,2.832595,8.369999,1.416298,16.739998
1441,777.294549,3.345572,3.345572,0,3.345572,0,3.345572
1442,1554.589099,10.443262,11.540248,1.096986,10.991755,0.548493,21.98351
1443,1554.589099,5.656342,6.82214,1.165798,6.239241,0.582899,12.478482
1444,1554.589099,4.244433,6.878843,2.63441,5.561638,1.317205,11.123276
1445,1554.589099,5.937077,7.584501,1.647424,6.760789,0.823712,13.521578
1446,1554.589099,6.511067,6.793604,0.282537,6.652336,0.141268,13.304671
1447,1554.589099,9.070886,9.231172,0.160286,9.151029,0.080143,18.302057
1448,1554.589099,1.027432,1.309637,0.282204,1.168535,0.141102,2.337069
1449,1554.589099,4.425711,5.725008,1.299298,5.07536,0.649649,10.150719
1450,1554.589099,1.497547,6.152196,4.654649,3.824871,2.327325,7.649743
1451,777.294549,29.312418,29.312418,0,29.312418,0,29.312418
1452,1554.589099,2.764596,3.628055,0.863459,3.196325,0.43173,6.39265
1453,777.294549,9.997816,9.997816,0,9.997816,0,9.997816
1454,1554.589099,3.245898,4.862356,1.616458,4.054127,0.808229,8.108254
1455,1554.589099,7.949257,9.340941,1.391685,8.645099,0.695842,17.290198
1456,1554.589099,0,0,0,0,0,0
1457,1554.589099,1.148674,2.208719,1.060046,1.678696,0.530023,3.357393
1458,1554.589099,1.955623,3.423203,1.46758,2.689413,0.73379,5.378826
1459,1554.589099,4.244433,5.445013,1.20058,4.844723,0.60029,9.689445
1460,1554.589099,1.497547,10.61101,9.113463,6.054278,4.556731,12.108556
1461,1554.589099,12.591271,13.161049,0.569777,12.87616,0.284889,25.75232
1462,777.294549,0.726543,0.726543,0,0.726543,0,0.726543
1463,1554.589099,3.628055,4.613942,0.985887,4.120999,0.492944,8.241997
1464,1554.589099,2.208719,3.266078,1.057359,2.737399,0.528679,5.474797
1465,1554.589099,2.208719,6.162749,3.95403,4.185734,1.977015,8.371469
1466,777.294549,7.447215,7.447215,0,7.447215,0,7.447215
1467,1554.589099,17.27305,18.602777,1.329727,17.937914,0.664864,35.875828
1468,1554.589099,18.50099,18.624277,0.123287,18.562634,0.061644,37.125267
1469,1554.589099,12.437967,13.64583,1.207863,13.041899,0.603931,26.083797
1470,777.294549,0.363286,0.363286,0,0.363286,0,0.363286
1471,1554.589099,13.64135,13.752868,0.111518,13.697109,0.055759,27.394217
1472,1554.589099,5.83761,10.425115,4.587504,8.131362,2.293752,16.262725
1473,1554.589099,2.054204,2.117369,0.063164,2.085787,0.031582,4.171573
1474,1554.589099,3.923451,6.162749,2.239299,5.0431,1.119649,10.0862
1475,1554.589099,10.61101,12.332893,1.721884,11.471951,0.860942,22.943903
1476,777.294549,6.649018,6.649018,0,6.649018,0,6.649018
1477,1554.589099,5.224928,6.024074,0.799146,5.624501,0.399573,11.249002
1478,1554.589099,4.585495,6.246511,1.661016,5.416003,0.830508,10.832006
1479,1554.589099,28.003227,28.609877,0.606649,28.306552,0.303325,56.613104
1480,1554.589099,3.122055,3.591687,0.469632,3.356871,0.234816,6.713742
1481,777.294549,0.726543,0.726543,0,0.726543,0,0.726543
1482,1554.589099,8.92185,13.573931,4.652081,11.24789,2.32604,22.495781
1483,1554.589099,5.83761,6.318864,0.481254,6.078237,0.240627,12.156474
1484,1554.589099,3.787345,8.18034,4.392995,5.983842,2.196497,11.967685
1485,1554.589099,3.628055,4.72599,1.097935,4.177023,0.548968,8.354045
1486,1554.589099,1.815848,2.117369,0.301521,1.966608,0.150761,3.933217
1487,1554.589099,10.179777,14.046693,3.866916,12.113235,1.933458,24.22647
1488,2331.883648,3.787345,9.070886,5.28354,6.695159,2.189564,20.085478
1489,1554.589099,6.318864,9.035639,2.716775,7.677251,1.358387,15.354503
1490,777.294549,5.969853,5.969853,0,5.969853,0,5.969853
1491,777.294549,9.60288,9.60288,0,9.60288,0,9.60288
1492,1554.589099,1.027432,1.452853,0.425421,1.240143,0.21271,2.480286
1493,1554.589099,16.830309,17.79018,0.959871,17.310245,0.479936,34.620489
1494,777.294549,12.332893,12.332893,0,12.332893,0,12.332893
1495,1554.589099,5.149428,5.480814,0.331386,5.315121,0.165693,10.630242
1496,2331.883648,1.148674,1.815848,0.667174,1.487356,0.272468,4.462068
1497,777.294549,14.835174,14.835174,0,14.835174,0,14.835174
1498,1554.589099,2.178696,2.296425,0.117728,2.237561,0.058864,4.475121
1499,777.294549,14.976591,14.976591,0,14.976591,0,14.976591
1500,1554.589099,1.955623,1.955623,0,1.955623,0,3.911246
1501,777.294549,5.893083,5.893083,0,5.893083,0,5.893083
1502,777.294549,3.442335,3.442335,0,3.442335,0,3.442335
1503,777.294549,7.618418,7.618418,0,7.618418,0,7.618418
1504,1554.589099,3.989742,6.162749,2.173008,5.076245,1.086504,10.152491
1505,777.294549,16.282137,16.282137,0,16.282137,0,16.282137
1506,1554.589099,7.54188,8.140991,0.599112,7.841435,0.299556,15.682871
1507,777.294549,0.812289,0.812289,0,0.812289,0,0.812289
1508,777.294549,15.156116,15.156116,0,15.156116,0,15.156116
1509,2331.883648,1.309637,6.152196,4.842559,3.462744,2.013015,10.388232
1510,1554.589099,11.664055,20.87359,9.209536,16.268823,4.604768,32.537645
1511,1554.589099,18.476206,19.092316,0.61611,18.784261,0.308055,37.568521
1512,1554.589099,3.699707,3.923451,0.223744,3.811579,0.111872,7.623158
1513,1554.589099,3.10093,5.348341,2.247411,4.224635,1.123706,8.449271
1514,1554.589099,1.027432,2.296425,1.268992,1.661929,0.634496,3.323857
1515,777.294549,18.725199,18.725199,0,18.725199,0,18.725199
1516,777.294549,18.178555,18.178555,0,18.178555,0,18.178555
1517,1554.589099,10.978222,14.046693,3.068471,12.512457,1.534235,25.024915
1518,1554.589099,6.649018,11.260325,4.611308,8.954672,2.305654,17.909343
1519,1554.589099,12.517357,12.591271,0.073915,12.554314,0.036957,25.108628
1520,777.294549,1.955623,1.955623,0,1.955623,0,1.955623
1521,1554.589099,5.384801,9.87663,4.491829,7.630715,2.245914,15.261431
1522,1554.589099,0.513758,0.812289,0.298532,0.663023,0.149266,1.326047
1523,1554.589099,1.815848,2.835079,1.019231,2.325463,0.509616,4.650926
1524,1554.589099,1.497547,1.815848,0.318301,1.656697,0.15915,3.313394
1525,1554.589099,16.767374,18.178555,1.41118,17.472964,0.70559,34.945929
1526,777.294549,6.318864,6.318864,0,6.318864,0,6.318864
1527,777.294549,18.248039,18.248039,0,18.248039,0,18.248039
1528,1554.589099,27.648251,27.972809,0.324558,27.81053,0.162279,55.621059
1529,777.294549,2.567137,2.567137,0,2.567137,0,2.567137
1530,1554.589099,2.617907,4.712132,2.094226,3.66502,1.047113,7.330039
1531,1554.589099,19.873472,24.200333,4.32686,22.036902,2.16343,44.073805
1532,1554.589099,8.069653,17.027704,8.958052,12.548678,4.479026,25.097357
1533,1554.589099,2.208719,4.22897,2.020251,3.218845,1.010125,6.437689
1534,1554.589099,9.388534,11.337929,1.949395,10.363231,0.974698,20.726462
1535,1554.589099,5.274648,5.83761,0.562963,5.556129,0.281481,11.112258
1536,1554.589099,3.423203,8.227297,4.804094,5.82525,2.402047,11.6505
1537,1554.589099,38.929615,45.378799,6.449184,42.154207,3.224592,84.308414
1538,777.294549,3.245898,3.245898,0,3.245898,0,3.245898
1539,777.294549,4.054935,4.054935,0,4.054935,0,4.054935
1540,777.294549,2.9264,2.9264,0,2.9264,0,2.9264
1541,777.294549,0.513758,0.513758,0,0.513758,0,0.513758
1542,1554.589099,20.607588,21.186775,0.579187,20.897182,0.289594,41.794363
1543,777.294549,1.148674,1.148674,0,1.148674,0,1.148674
1544,777.294549,22.982367,22.982367,0,22.982367,0,22.982367
1545,1554.589099,3.423203,4.054935,0.631732,3.739069,0.315866,7.478138
1546,1554.589099,2.208719,3.628055,1.419336,2.918387,0.709668,5.836774
1547,1554.589099,12.452896,15.30968,2.856784,13.881288,1.428392,27.762576
1548,1554.589099,2.9264,2.9264,0,2.9264,0,5.852799
1549,777.294549,9.035639,9.035639,0,9.035639,0,9.035639
1550,1554.589099,18.314051,20.027664,1.713614,19.170857,0.856807,38.341715
1551,1554.589099,9.529782,17.751074,8.221292,13.640428,4.110646,27.280856
1552,777.294549,7.236179,7.236179,0,7.236179,0,7.236179
1553,777.294549,5.124009,5.124009,0,5.124009,0,5.124009
1554,1554.589099,10.370463,16.637083,6.26662,13.503773,3.13331,27.007546
1555,1554.589099,10.79924,11.664055,0.864815,11.231647,0.432407,22.463295
1556,1554.589099,14.976591,16.077101,1.10051,15.526846,0.550255,31.053692
1557,1554.589099,1.497547,1.955623,0.458076,1.726585,0.229038,3.45317
1558,1554.589099,1.309637,1.955623,0.645986,1.63263,0.322993,3.26526
1559,1554.589099,5.224928,6.755362,1.530434,5.990145,0.765217,11.980289
1560,1554.589099,5.124009,5.969853,0.845845,5.546931,0.422922,11.093862
1561,1554.589099,5.725008,6.907014,1.182005,6.316011,0.591003,12.632022
1562,777.294549,1.815848,1.815848,0,1.815848,0,1.815848
1563,777.294549,26.890991,26.890991,0,26.890991,0,26.890991
1564,1554.589099,1.815848,1.851784,0.035936,1.833816,0.017968,3.667631
